Mother RMSES,Product1 RMSES,Product2 RMSES,RMSES
6.759457730325156,31.814880681055904,20.816750345886415,38.616240061933
8.91698880274076,20.780837089960496,45.78354679743526,51.06357837853342
6.76471206060167,33.13786806460754,39.90692102717958,52.311011986002846
3.7525559571578646,42.96338643581354,28.193051129605934,51.52458036938508
5.6780645356067225,40.754261657477954,27.681263362213805,49.59236434618673
6.057583447732246,45.01652323784361,38.27025416121754,59.39523579559005
7.943875628906875,22.746969288409783,24.535568391871095,34.38784506373702
6.337796267672973,43.67504881858604,24.661979203382774,50.55581835026002
10.452580925845142,23.274119679291886,18.21811075596863,31.35028954210923
6.793564579446772,9.592913834523628,26.82797580589236,29.29021682018169
7.700578373921738,23.646777238555856,56.875526972352596,62.07491078886543
1.0467283057891834e-15,25.5696718752196,96.58588951346634,99.91317317007764
7.901343521038465,21.805725359583416,20.217603923891904,30.768041801817763
7.674170775568492,36.871670977335974,30.24316821083965,48.30178300210719
11.214314541698545,40.00091414347137,30.9461310863658,51.80248075303011
7.698494838724763,43.00749088667562,22.11867676624049,48.97087866312779
2.3570226039551607,23.57021122934412,30.271302021164885,38.437769693467345
5.74790862274293,62.35522209953807,54.311720274172224,82.89134536100892
5.016153314904873,23.2927965350669,35.11940231034657,42.439234007444476
5.953217967745759,18.925151748261158,46.565573071005616,50.61575612689557
5.130530100718971,27.499032810467558,25.116422419572697,37.594598279326895
4.814508910181361,50.88684492439541,17.139001594548834,53.9109994162938
10.87803296579781,8.78970484742188,23.630141038330056,27.458588419675653
9.951383308109198,27.211565257890534,38.99362121205305,48.57984982231237
8.602242836341969,21.450442776926064,39.091542047623065,45.41220911608087
9.458483777736838,15.362115782973563,35.12339090492608,39.485568317594726
1.9347019849172435,25.638337427518483,34.73130963113752,43.212628785017046
5.525366395088593,13.004842398972754,33.43547358051872,36.29857425816693
10.967101708444908,34.29987899397785,21.533876752874313,41.95791780931078
7.314058569162076,30.15059247662619,36.86262998411054,48.18098347678435
9.136430042023132,18.411556899765007,20.362363925976034,28.932432425220615
6.608633176958088,25.20273917262667,37.99866528075517,46.07331828064819
1.0467283057891834e-15,18.339900688706283,36.53533805307536,40.88010376606333
4.264963419914547,23.470479181670882,51.58458003949466,56.83328429574949
7.42731852356267,44.125094779262106,39.992347642625795,60.013139558749614
0.8170206451175447,33.799926113667105,27.645611473371257,43.6735888353648
1.0467283057891834e-15,20.71458805419013,29.621577150829573,36.145981673726126
2.3291894351393596,29.834260793739194,48.65808734142647,57.12370527425104
7.0907845545632,30.468238549932796,40.280840201447866,51.00136148446845
5.620006435482007,35.82576809944963,10.180698570181617,37.66585662941041
7.951020607203783,32.391077848340466,39.02940970384194,51.33902487098662
2.3570226039551607,35.73439397597485,79.44053835057125,87.13955245360354
8.158558807617785,9.474623804699254,54.53259590272033,55.94760579280691
10.60376834311403,40.67183462297586,19.126618237965086,46.17862665664694
7.685156488208794,27.688334480388107,40.00434801571338,49.25498306474603
4.841175102489647,13.517998283018306,37.37010585235052,40.03371161119756
9.765234400621637,27.0116149952271,28.12370490826742,40.19863088858583
5.499403982248515,22.030119041158535,30.01556197710035,37.636465693908335
10.375695865745659,23.08183893860217,58.34269330678298,63.59478135645536
2.7270254528255866,25.48951690818742,42.147293847792845,49.33098943590456
9.303203864024745,18.599108762420467,21.284886834829692,29.757736077589257
8.525439385880848,60.9783000760914,11.13220460461556,62.569658591454704
3.177020643086179,42.3962146298394,19.193346687208766,46.64672584610191
6.140893912209914,27.466806921753818,28.130934964101026,39.79303409483124
4.310680952556774,38.43627833564763,31.629495490185565,49.96353117558626
10.089303641674928,19.439022519314484,21.077590136004424,30.396290076614967
13.447394332243437,27.313765911104053,29.21605938370325,42.19540672259858
2.8968265350059683,16.295924491077955,21.669995531238698,27.267883403680862
7.906762876144517,13.603039880815173,46.70463467824347,49.283693993113054
5.6091910709614305,30.0961731684952,34.39690734435506,46.04769156770783
5.261014529924667,35.88076502248318,25.95877047429845,44.59781762620274
2.74595146441962,29.70175017305736,38.82813250619,48.96282351647942
1.0467283057891834e-15,35.7205644649043,23.58660040273036,42.80521515247253
5.803978633946071,34.05711404141985,33.99400098692888,48.46818841170878
3.8082147804938407,43.75361692510844,38.546821983054514,58.43576797507501
7.307664971102976,52.56547451828029,15.655241911465387,55.33188662939627
9.027303037379768,7.618238571762528,48.029609312560794,49.460824192306006
1.0467283057891834e-15,36.05788694425576,23.595780097600972,43.09213442496289
1.5413979278001118,12.263405127445566,64.47582372596678,65.64981993907999
9.051673650645082,22.85474539129547,20.510743835107316,32.01504014440895
